"ncbi_id","ncbi_gs","ncbi_gs_synonyms","ncbi_name","pathway_kegg","pathway_reactome","pathway_wiki"
"9104","RGN","GNL;HEL-S-41;RC;SMP30;RGN","regucalcin","hsa00030;hsa00053","","WP4838"
"414328","IDNK","C9orf103;bA522I20.2;hGntK;IDNK","IDNK gluconokinase","hsa00030","",""
"132158","GLYCTK","HBEBP2;HBEBP4;HBeAgBP4A;GLYCTK","glycerate kinase","hsa00030;hsa00630;hsa00561;hsa00260","R-HSA-70350","WP5178"
"2990","GUSB","BG;MPS7;GUSB","glucuronidase beta","hsa00040;hsa00053;hsa00531;hsa00860;hsa00983;hsa04142","R-HSA-6798695;R-HSA-2024096;R-HSA-2160916;R-HSA-2206292","WP4815"
"9365","KL","HFTC3;KLA;KL","klotho","hsa00040;hsa00053;hsa04928;hsa04961;hsa04211","R-HSA-1257604;R-HSA-5673001;R-HSA-2219530;R-HSA-6811558;R-HSA-5654693;R-HSA-109704;R-HSA-5654689;R-HSA-5654726;R-HSA-5654219;R-HSA-5654687;R-HSA-5654688;R-HSA-190374","WP4790;WP3888;WP2877"
"10941","UGT2A1","UDPGT2A1;UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698;WP702"
"79799","UGT2A3","UGT2A3","UDP glucuronosyltransferase family 2 member A3","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698;WP702"
"7367","UGT2B17","BMND12;UDPGT2B17;UGT2B17","UDP glucuronosyltransferase family 2 member B17","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588;R-HSA-9757110","WP698;WP702"
"10720","UGT2B11","UGT2B11","UDP glucuronosyltransferase family 2 member B11","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698;WP702"
"54490","UGT2B28","UGT2B28","UDP glucuronosyltransferase family 2 member B28","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698;WP702"
"54578","UGT1A6","GNT1;HLUGP;HLUGP1;UDPGT;UDPGT 1-6;UGT-1A;UGT-1C;UGT-1E;UGT-1F;UGT1;UGT1-01;UGT1-03;UGT1-05;UGT1-06;UGT1.1;UGT1.3;UGT1.5;UGT1.6;UGT1A;UGT1A1;UGT1A3;UGT1A5;UGT1A6S;UGT1C;UGT1E;UGT1F;hUG-BR1;UGT1A6","UDP glucuronosyltransferase family 1 member A6","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9753281;R-HSA-9749641;R-HSA-156588","WP5224;WP2873;WP1604;WP2875;WP697;WP698;WP702;WP2884;WP2882;WP408;WP2876"
"54657","UGT1A4","GNT1;HUG-BR2;UDPGT;UDPGT 1-4;UGT-1A;UGT-1D;UGT1;UGT1-01;UGT1-04;UGT1.1;UGT1.4;UGT1A;UGT1A1;UGT1A4S;UGT1D;hUG-BR1;UGT1A4","UDP glucuronosyltransferase family 1 member A4","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-189483;R-HSA-156588;R-HSA-5579016","WP5224;WP2873;WP694;WP2875;WP698;WP702;WP2884;WP1600;WP2882;WP2876;WP691"
"54658","UGT1A1","BILIQTL1;GNT1;HUG-BR1;UDPGT;UDPGT 1-1;UGT1;UGT1A;UGT1A1","UDP glucuronosyltransferase family 1 member A1","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9753281;R-HSA-9749641;R-HSA-189483;R-HSA-156588;R-HSA-5579002","WP5224;WP2873;WP1604;WP2875;WP697;WP698;WP229;WP5320;WP702;WP2884;WP2882;WP2876"
"54659","UGT1A3","UDPGT;UDPGT 1-3;UGT-1C;UGT1-03;UGT1.3;UGT1A3S;UGT1C;UGT1A3","UDP glucuronosyltransferase family 1 member A3","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9623433;R-HSA-9749641;R-HSA-9754706;R-HSA-156588;R-HSA-9757110","WP697;WP698;WP702"
"7365","UGT2B10","UDPGT2B10;UGT2B10","UDP glucuronosyltransferase family 2 member B10","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698"
"54600","UGT1A9","HLUGP4;LUGP4;UDPGT;UDPGT 1-9;UGT-1I;UGT1-09;UGT1-9;UGT1.9;UGT1A9S;UGT1AI;UGT1I;UGT1A9","UDP glucuronosyltransferase family 1 member A9","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9753281;R-HSA-1989781;R-HSA-9749641;R-HSA-156588","WP5224;WP2873;WP694;WP1604;WP2875;WP697;WP698;WP229;WP702;WP2884;WP1600;WP2882;WP2878;WP2876"
"7364","UGT2B7","UDPGT 2B7;UDPGT 2B9;UDPGT2B7;UDPGTH2;UDPGTh-2;UGT2B9;UGT2B7","UDP glucuronosyltransferase family 2 member B7","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588;R-HSA-9757110","WP1604;WP5276;WP697;WP698;WP702;WP5279;WP2884;WP2882;WP691"
"54575","UGT1A10","GNT1;UDPGT;UGT-1A;UGT-1J;UGT1;UGT1-01;UGT1-10;UGT1.1;UGT1.10;UGT1A;UGT1A1;UGT1J;hUG-BR1;UGT1A10","UDP glucuronosyltransferase family 1 member A10","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9753281;R-HSA-156588","WP5224;WP1604;WP5276;WP698;WP229;WP702;WP5279;WP691"
"54576","UGT1A8","GNT1;UDPGT;UDPGT 1-1;UDPGT 1-8;UGT-1A;UGT-1H;UGT1;UGT1-01;UGT1-08;UGT1.1;UGT1.8;UGT1A;UGT1A1;UGT1A8S;UGT1H;hUG-BR1;UGT1A8","UDP glucuronosyltransferase family 1 member A8","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP5224;WP1604;WP5276;WP698;WP691"
"54579","UGT1A5","UDPGT;UDPGT 1-5;UGT1E;UGT1A5","UDP glucuronosyltransferase family 1 member A5","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP698;WP702"
"7366","UGT2B15","HLUG4;UDPGT 2B8;UDPGT2B15;UDPGTH3;UGT2B8;UGT2B15","UDP glucuronosyltransferase family 2 member B15","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9753281;R-HSA-9749641;R-HSA-156588","WP698;WP702;WP691"
"54577","UGT1A7","GNT1;UDPGT;UDPGT 1-7;UGT-1A;UGT-1G;UGT1;UGT1-01;UGT1-07;UGT1.1;UGT1.7;UGT1A;UGT1A1;UGT1G;hUG-BR1;UGT1A7","UDP glucuronosyltransferase family 1 member A7","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP5224;WP2873;WP698;WP702;WP2884;WP2882"
"7363","UGT2B4","HLUG25;UDPGT2B4;UDPGTH1;UDPGTh-1;UGT2B11;UGT2B4","UDP glucuronosyltransferase family 2 member B4","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP1604;WP2879;WP698;WP702;WP2882"
"574537","UGT2A2","UDPGT 2A2;UGT2A2","UDP glucuronosyltransferase family 2 member A2","hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa04976;hsa05204;hsa05207","R-HSA-9749641;R-HSA-156588","WP5276;WP698;WP702"
"7358","UGDH","DEE84;EIEE84;GDH;UDP-GlcDH;UDPGDH;UGD;UGDH","UDP-glucose 6-dehydrogenase","hsa00040;hsa00053;hsa00520","R-HSA-173599","WP698;WP5312;WP5394"
"7360","UGP2","DEE83;EIEE83;SVUGP2;UDPG;UDPGP;UDPGP2;UGP1;UGPP1;UGPP2;pHC379;UGP2","UDP-glucose pyrophosphorylase 2","hsa00040;hsa00052;hsa00500;hsa00520","R-HSA-173599;R-HSA-3322077","WP410;WP698;WP500;WP5312"
"51084","CRYL1","GDH;HEL30;gul3DH;lambda-CRY;CRYL1","crystallin lambda 1","hsa00040","R-HSA-5661270","WP5405"
"9942","XYLB","XYLB","xylulokinase","hsa00040","R-HSA-5661270",""
"231","AKR1B1","ADR;ALDR1;ALR2;AR;AKR1B1","aldo-keto reductase family 1 member B","hsa00040;hsa00051;hsa00052;hsa00561;hsa00790","R-HSA-196108;R-HSA-5652227","WP5420;WP5173;WP4719;WP702;WP5424;WP690;WP98"
"57016","AKR1B10","AKR1B11;AKR1B12;ALDRLn;ARL-1;ARL1;HIS;HSI;AKR1B10","aldo-keto reductase family 1 member B10","hsa00040;hsa00051;hsa00052;hsa00561;hsa00790","R-HSA-975634","WP702"
"441282","AKR1B15","AKR1B10L;AKR1B10L, AK1R1B7;AKR1R1B7;AKR1B15","aldo-keto reductase family 1 member B15","hsa00040;hsa00051;hsa00052;hsa00561;hsa00790","R-HSA-193144",""
"51181","DCXR","DCR;HCR2;HCRII;KIDCR;P34H;PNTSU;SDR20C1;XR;DCXR","dicarbonyl and L-xylulose reductase","hsa00040","R-HSA-5661270;R-HSA-5662853",""
"6652","SORD","HEL-S-95n;RDH;SDH;SORD1;SORDD;XDH;SORD","sorbitol dehydrogenase","hsa00040;hsa00051","R-HSA-5661270;R-HSA-5652227","WP5283;WP5178;WP690"
"27294","DHDH","2DD;HUM2DD;DHDH","dihydrodiol dehydrogenase","hsa00040;hsa00980","","WP3891"
"55277","FGGY","FGGY","FGGY carbohydrate kinase domain containing","hsa00040","",""
"729920","CRPPA","ISPD;LGMDR20;MDDGA7;MDDGC7;Nip;hISPD;CRPPA","CDP-L-ribitol pyrophosphorylase A","hsa00040;hsa00515","",""
"4351","MPI","CDG1B;PMI;PMI1;MPI","mannose phosphate isomerase","hsa00051;hsa00520","R-HSA-446205;R-HSA-4043916","WP4521;WP5153"
"5373","PMM2","CDG1;CDG1a;CDGS;PMI;PMI1;PMM 2;PMM2","phosphomannomutase 2","hsa00051;hsa00520","R-HSA-446205;R-HSA-4043911","WP4521;WP5153;WP4758;WP5316"
"5372","PMM1","PMM 1;PMMH-22;Sec53;PMM1","phosphomannomutase 1","hsa00051;hsa00520","R-HSA-446205",""
"29925","GMPPB","LGMDR19;MDDGA14;MDDGB14;MDDGC14;GMPPB","GDP-mannose pyrophosphorylase B","hsa00051;hsa00520","R-HSA-446205","WP4521;WP5153"
"29926","GMPPA","AAMR;GMPPA","GDP-mannose pyrophosphorylase A","hsa00051;hsa00520","R-HSA-446205","WP5153"
"2762","GMDS","GMD;SDR3E1;GMDS","GDP-mannose 4,6-dehydratase","hsa00051;hsa00520","R-HSA-6787639",""
"7264","GFUS","FX;P35B;SDR4E1;TSTA3;GFUS","GDP-L-fucose synthase","hsa00051;hsa00520","R-HSA-6787639",""
"8790","FPGT","GFPP;FPGT","fucose-1-phosphate guanylyltransferase","hsa00051;hsa00520","R-HSA-6787639",""
"197258","FCSK","1110046B12Rik;CDGF2;FUK;FCSK","fucose kinase","hsa00051;hsa00520","R-HSA-6787639",""
"55556","ENOSF1","FUCD;RTS;TYMSAS;ENOSF1","enolase superfamily member 1","hsa00051","",""
"5207","PFKFB1","F6PK;HL2K;PFRX;PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","hsa00051;hsa04152;hsa04922","R-HSA-163358;R-HSA-163767;R-HSA-9634600","WP3932"
"5208","PFKFB2","PFK-2/FBPase-2;PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","hsa00051;hsa04152;hsa04919","R-HSA-9634600","WP3932;WP4746"
"5209","PFKFB3","IPFK2;PFK2;iPFK-2;PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","hsa00051;hsa04066;hsa04152","R-HSA-9634600","WP1403;WP3932"
"5210","PFKFB4","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","hsa00051;hsa04152","R-HSA-9634600","WP3932;WP4141"
"57103","TIGAR","C12orf5;FR2BP;TIGAR","TP53 induced glycolysis regulatory phosphatase","hsa00051;hsa05230","R-HSA-5628897","WP4290;WP4963"
"3795","KHK","FRUCTU;KHK","ketohexokinase","hsa00051","R-HSA-70350;R-HSA-5657562","WP5178;WP5433;WP690"
"26007","TKFC","DAK;NET45;TKFCD;TKFC","triokinase and FMN cyclase","hsa00051;hsa00561;hsa04622","R-HSA-9705671;R-HSA-9692916;R-HSA-70350;R-HSA-168928","WP3865"
"2584","GALK1","GALK;GK1;HEL-S-19;GALK1","galactokinase 1","hsa00052;hsa00520","R-HSA-70370;R-HSA-5609976","WP5173"
"2592","GALT","GALT","galactose-1-phosphate uridylyltransferase","hsa00052;hsa00520;hsa04917","R-HSA-70370;R-HSA-5609978","WP5173;WP5316"
"2582","GALE","SDR1E1;GALE","UDP-galactose-4-epimerase","hsa00052;hsa00520","R-HSA-5609977;R-HSA-70370","WP5173;WP5394"
"2720","GLB1","EBP;ELNR1;MPS4B;GLB1","galactosidase beta 1","hsa00052;hsa00600;hsa00531;hsa00604;hsa00511;hsa04142","R-HSA-6798695;R-HSA-4085001;R-HSA-2024096;R-HSA-9840310;R-HSA-2022857;R-HSA-2206308;R-HSA-4341670","WP4352;WP4153;WP2858;WP4815;WP5121"
"3938","LCT","LAC;LPH;LPH1;LCT","lactase","hsa00052;hsa04973","R-HSA-189085;R-HSA-5659898",""
"3906","LALBA","HAMLET;LYZG;LALBA","lactalbumin alpha","hsa00052","R-HSA-5653890",""
"2683","B4GALT1","B4GAL-T1;CDG2D;CLDLFIB;GGTB2;GT1;GTB;beta4Gal-T1;B4GALT1","beta-1,4-galactosyltransferase 1","hsa00052;hsa00510;hsa00513;hsa00515;hsa00514;hsa00533;hsa00601","R-HSA-6798695;R-HSA-2022854;R-HSA-1912420;R-HSA-3656244;R-HSA-2534343;R-HSA-975577;R-HSA-4793953;R-HSA-5653890","WP4521;WP4142;WP5153;WP5194"
"8704","B4GALT2","B4Gal-T2;B4Gal-T3;beta4Gal-T2;B4GALT2","beta-1,4-galactosyltransferase 2","hsa00052;hsa00510;hsa00513;hsa00515;hsa00514;hsa00533;hsa00601","R-HSA-2022854;R-HSA-975577","WP4142;WP5153"
"2717","GLA","GALA;GLA","galactosidase alpha","hsa00052;hsa00561;hsa00600;hsa00603;hsa04142","R-HSA-6798695;R-HSA-9840310","WP4352;WP4153;WP5292"
"8972","MGAM","MG;MGA;MGAM","maltase-glucoamylase","hsa00052;hsa00500;hsa04973","R-HSA-6798695;R-HSA-189085","WP2880"
"93432","MGAM2","MGAM2","maltase-glucoamylase 2 (putative)","hsa00052;hsa00500;hsa04973","",""
"2548","GAA","LYAG;GAA","alpha glucosidase","hsa00052;hsa00500;hsa04142","R-HSA-6798695;R-HSA-70221;R-HSA-5357609",""
"2595","GANC","GANC","glucosidase alpha, neutral C","hsa00052;hsa00500","","WP5373"
"6476","SI","SI","sucrase-isomaltase","hsa00052;hsa00500;hsa04973","R-HSA-189085;R-HSA-5659898",""
"55586","MIOX","ALDRL6;MIOX","myo-inositol oxygenase","hsa00053;hsa00562","R-HSA-1855183",""
"5167","ENPP1","ARHR2;COLED;M6S1;NPP1;NPPS;PC-1;PCA1;PDNP1;ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","hsa00500;hsa00230;hsa00240;hsa00740;hsa00760;hsa00770","R-HSA-196843;R-HSA-199220","WP474;WP4808;WP4790;WP481;WP4022"
"5169","ENPP3","B10;CD203c;NPP3;PD-IBETA;PDNP3;ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3","hsa00500;hsa00230;hsa00240;hsa00740;hsa00760;hsa00770","R-HSA-199220","WP4018;WP286;WP4022"
"57733","GBA3","CBG;CBGL1;GLUC;KLRP;GBA3","glucosylceramidase beta 3 (gene/pseudogene)","hsa00500","R-HSA-9840310",""
"2998","GYS2","GYS2","glycogen synthase 2","hsa00500;hsa04151;hsa04152;hsa04910;hsa04922;hsa05415;hsa04931","R-HSA-3322077;R-HSA-3878781;R-HSA-3858516","WP1403;WP5173;WP3932;WP500;WP481;WP4172"
"2997","GYS1","GSY;GYS;GYS1","glycogen synthase 1","hsa00500;hsa04151;hsa04152;hsa04910;hsa04922;hsa05415;hsa04931","R-HSA-3322077;R-HSA-3785653;R-HSA-3814836;R-HSA-3828062","WP5224;WP1403;WP3915;WP5173;WP3932;WP500;WP481;WP4172"
"2992","GYG1","GSD15;GYG;GYG1","glycogenin 1","hsa00500","R-HSA-6798695;R-HSA-70221;R-HSA-5357609;R-HSA-3322077;R-HSA-3785653;R-HSA-3814836;R-HSA-3828062","WP5173;WP500;WP481"
"8908","GYG2","GN-2;GN2;GYG2","glycogenin 2","hsa00500","R-HSA-70221;R-HSA-3322077;R-HSA-3878781;R-HSA-3858516","WP5173;WP500"
"2632","GBE1","APBD;GBE;GSD4;GBE1","1,4-alpha-glucan branching enzyme 1","hsa00500","R-HSA-3322077;R-HSA-3878781","WP5173;WP500"
"5836","PYGL","GSD6;PYGL","glycogen phosphorylase L","hsa00500;hsa04217;hsa04910;hsa04922;hsa04931","R-HSA-6798695;R-HSA-70221","WP5173;WP500;WP231"
"5837","PYGM","GSD5;PYGM","glycogen phosphorylase, muscle associated","hsa00500;hsa04217;hsa04910;hsa04922;hsa04931","R-HSA-70221","WP500"
"5834","PYGB","GPBB;PYGB","glycogen phosphorylase B","hsa00500;hsa04217;hsa04910;hsa04922;hsa04931","R-HSA-6798695;R-HSA-70221","WP500"
"178","AGL","GDE;AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","hsa00500","R-HSA-6798695;R-HSA-70221","WP500"
"278","AMY1C","AMY1;AMY1C","amylase alpha 1C","hsa00500;hsa04970;hsa04972;hsa04973","R-HSA-189085",""
"279","AMY2A","AMY2;PA;AMY2A","amylase alpha 2A","hsa00500;hsa04970;hsa04972;hsa04973","R-HSA-189085",""
"276","AMY1A","AMY1;AMY1A","amylase alpha 1A","hsa00500;hsa04970;hsa04972;hsa04973","R-HSA-189085",""
"280","AMY2B","AMY2;AMY3;HXA;AMY2B","amylase alpha 2B","hsa00500;hsa04970;hsa04972;hsa04973","R-HSA-189085",""
"277","AMY1B","AMY1;AMY1B","amylase alpha 1B","hsa00500;hsa04970;hsa04972;hsa04973","R-HSA-189085",""
"124905666","LOC124905666","LOC124905666","alpha-amylase 1B","hsa00500;hsa04970;hsa04972;hsa04973","",""
"124905668","LOC124905668","LOC124905668","alpha-amylase 1B","hsa00500;hsa04970;hsa04972;hsa04973","",""
"128966568","LOC128966568","LOC128966568","alpha-amylase 1B","hsa00500;hsa04970;hsa04972;hsa04973","",""
"128966570","LOC128966570","LOC128966570","alpha-amylase 1B","hsa00500;hsa04970;hsa04972;hsa04973","",""
"11181","TREH","TRE;TREA;TREHD;TREH","trehalase","hsa00500","R-HSA-189085",""
"283209","PGM2L1","BM32A;NEDHFS;PMMLP;PGM2L1","phosphoglucomutase 2 like 1","hsa00500","R-HSA-70171",""
"27159","CHIA","AMCASE;CHIT2;TSA1902;CHIA","chitinase acidic","hsa00520","R-HSA-189085",""
"1118","CHIT1","CHI3;CHIT;CHITD;CHIT1","chitinase 1","hsa00520","R-HSA-6798695;R-HSA-189085",""
"3073","HEXA","TSD;HEXA","hexosaminidase subunit alpha","hsa00520;hsa00600;hsa00513;hsa00531;hsa00603;hsa00604;hsa00511;hsa04142","R-HSA-2024101;R-HSA-9840310;R-HSA-2160916;R-HSA-2022857;R-HSA-3656234","WP4153;WP5299;WP4815"
"3074","HEXB","ENC-1AS;HEL-248;HEL-S-111;HEXB","hexosaminidase subunit beta","hsa00520;hsa00600;hsa00513;hsa00531;hsa00603;hsa00604;hsa00511;hsa04142","R-HSA-6798695;R-HSA-2024101;R-HSA-9840310;R-HSA-2160916;R-HSA-2022857;R-HSA-3656248","WP4153;WP5299;WP4815"
"55577","NAGK","GNK;HSA242910;NAGK","N-acetylglucosamine kinase","hsa00520","R-HSA-446210",""
"51005","AMDHD2","CGI-14;AMDHD2","amidohydrolase domain containing 2","hsa00520","R-HSA-446210",""
"10007","GNPDA1","GNP1;GNPDA;GNPI;GPI;HLN;GNPDA1","glucosamine-6-phosphate deaminase 1","hsa00520","R-HSA-70171",""
"132789","GNPDA2","GNP2;SB52;GNPDA2","glucosamine-6-phosphate deaminase 2","hsa00520","R-HSA-70171",""
"9945","GFPT2","GFAT;GFAT 2;GFAT2;GFPT2","glutamine-fructose-6-phosphate transaminase 2","hsa00520;hsa00250;hsa05415;hsa04931","R-HSA-446210",""
"2673","GFPT1","CMS12;CMSTA1;GFA;GFAT;GFAT 1;GFAT1;GFAT1m;GFPT;GFPT1L;MSLG;GFPT1","glutamine--fructose-6-phosphate transaminase 1","hsa00520;hsa00250;hsa05415;hsa04931","R-HSA-381038;R-HSA-4085023;R-HSA-446210","WP3594;WP5220;WP5394"
"64841","GNPNAT1","GNA1;GNPNAT;Gpnat1;RHZDAN;GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","hsa00520","R-HSA-446210","WP5220"
"5238","PGM3","AGM1;IMD23;PAGM;PGM 3;PGM3","phosphoglucomutase 3","hsa00520","R-HSA-446210","WP698;WP5220;WP5394"
"2585","GALK2","GK2;GALK2","galactokinase 2","hsa00520","",""
"6675","UAP1","AGX;AGX1;AGX2;SPAG2;UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1","hsa00520","R-HSA-446210","WP5220"
"91373","UAP1L1","UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","hsa00520","",""
"10020","GNE","DMRV;GLCNE;IBM2;NM;Uae1;GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","hsa00520","R-HSA-4085001;R-HSA-4085011","WP5151"
"5973","RENBP","RBP;RNBP;RENBP","renin binding protein","hsa00520","R-HSA-446210",""
"54187","NANS","HEL-S-100;SAS;SEMDCG;SEMDG;NANS","N-acetylneuraminate synthase","hsa00520","R-HSA-4085001","WP5151"
"140838","NANP","C20orf147;HDHD4;dJ694B14.3;NANP","N-acetylneuraminic acid phosphatase","hsa00520","R-HSA-4085001",""
"80896","NPL","C112;C1orf13;NAL;NPL1;NPL","N-acetylneuraminate pyruvate lyase","hsa00520","R-HSA-4085001",""
"55907","CMAS","CSS;CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase","hsa00520","R-HSA-4085001","WP5151"
"51706","CYB5R1","B5R.1;B5R1;B5R2;NQO3A2;humb5R2;CYB5R1","cytochrome b5 reductase 1","hsa00520","R-HSA-114608;R-HSA-1237044","WP43"
"1727","CYB5R3","B5R;DIA1;CYB5R3","cytochrome b5 reductase 3","hsa00520","R-HSA-6798695;R-HSA-211945;R-HSA-196836","WP43"
"51700","CYB5R2","B5R.2;CYB5R2","cytochrome b5 reductase 2","hsa00520","R-HSA-1237044","WP43"
"606495","CYB5RL","CYB5RL","cytochrome b5 reductase like","hsa00520","R-HSA-1237044",""
"51167","CYB5R4","NCB5OR;cb5/cb5R;dJ676J13.1;CYB5R4","cytochrome b5 reductase 4","hsa00520","R-HSA-1237044","WP43"
"123956252","RIPPLY2-CYB5R4","RIPPLY2-CYB5R4","RIPPLY2-CYB5R4 readthrough","hsa00520","",""
"80146","UXS1","SDR6E1;UGD;hUXS;hUXS1;UXS1","UDP-glucuronate decarboxylase 1","hsa00520","","WP5394"
"31","ACACA","ACAC;ACACAD;ACACalpha;ACC;ACC1;ACCA;ACCalpha;Acac1;hACC1;ACACA","acetyl-CoA carboxylase alpha","hsa00620;hsa00640;hsa00061;hsa04152;hsa04910;hsa04922;hsa04936","R-HSA-2426168;R-HSA-163765;R-HSA-75105;R-HSA-200425;R-HSA-196780;R-HSA-3371599","WP5287;WP4932;WP5420;WP1403;WP5031;WP4018;WP2355;WP2853;WP5066;WP357;WP3932;WP4206;WP3934;WP2034;WP3965;WP5353;WP2857;WP4317;WP4577;WP1982;WP3888"
"32","ACACB","ACACbeta;ACC-beta;ACC2;ACCB;ACCbeta;HACC275;ACACB","acetyl-CoA carboxylase beta","hsa00620;hsa00640;hsa00061;hsa04152;hsa04910;hsa04922;hsa04920;hsa04936;hsa04931","R-HSA-2426168;R-HSA-163765;R-HSA-200425;R-HSA-196780","WP4932;WP1403;WP5031;WP2380;WP4018;WP357;WP4206;WP4754;WP2034;WP3888"
"98","ACYP2","ACYM;ACYP;ACYP2","acylphosphatase 2","hsa00620","",""
"97","ACYP1","ACYPE;ACYP1","acylphosphatase 1","hsa00620","",""
"134526","ACOT12","CACH-1;Cach;STARD15;THEAL;ACOT12","acyl-CoA thioesterase 12","hsa00620","R-HSA-77289","WP5064;WP4545"
"197257","LDHD","DLACD;DLD;LDHD","lactate dehydrogenase D","hsa00620","R-HSA-1268020;R-HSA-9837999","WP4018"
"2739","GLO1","GLOD1;GLYI;HEL-S-74;GLO1","glyoxalase I","hsa00620","R-HSA-70268",""
"3029","HAGH","GLO2;GLX2;GLXII;HAGH1;HAGH","hydroxyacylglutathione hydrolase","hsa00620","R-HSA-70268",""
"9380","GRHPR","GLXR;GLYD;PH2;GRHPR","glyoxylate and hydroxypyruvate reductase","hsa00620;hsa00630;hsa00260","R-HSA-389661","WP5166"
"4200","ME2","ODS1;ME2","malic enzyme 2","hsa00620","R-HSA-9837999;R-HSA-70268","WP5050"
"10873","ME3","NADP-ME;ME3","malic enzyme 3","hsa00620;hsa03320","R-HSA-70268",""
"4199","ME1","HUMNDME;MES;ME1","malic enzyme 1","hsa00620;hsa03320","R-HSA-1989781;R-HSA-9861718;R-HSA-70268;R-HSA-9818025","WP4018;WP5220;WP2884;WP2882;WP3942;WP5050"
"39","ACAT2","ACAT2","acetyl-CoA acetyltransferase 2","hsa00620;hsa00630;hsa00650;hsa00071;hsa00280;hsa00310;hsa00380;hsa00900;hsa04975","R-HSA-191273","WP5329;WP5304;WP4718;WP5195;WP5333;WP4190;WP3963"
"38","ACAT1","ACAT;MAT;T2;THIL;ACAT1","acetyl-CoA acetyltransferase 1","hsa00620;hsa00630;hsa00650;hsa00071;hsa00280;hsa00310;hsa00380;hsa00900;hsa04975","R-HSA-70895;R-HSA-9837999;R-HSA-9854311;R-HSA-77111;R-HSA-77108","WP5195;WP5175;WP143;WP4742;WP4686;WP5355;WP4190;WP4846;WP465"
